gaokao_rank,word,phonetic,translation,priority,local_corpus_count,local_corpus_rank,frq_rank,bnc_rank,collins,oxford,tags,exchange,definition
3126,ham,hæm,"n. 火腿, 后腿, 笨拙演员；a. 过火的, 做作的；v. 演得过火",C,0,0,6170,6147,2,,zk gk cet6 ky toefl,s:hams/i:hamming/p:hammed/3:hams/d:hammed,n. meat cut from the thigh of a hog (usually smoked) n. (Old Testament) son of Noah n. a licensed amateur radio operator n. an unskilled actor who overacts
3127,basin,'beisn,"n. 盆, 盆地；[医] 第三脑室, 骨盆",C,0,0,6174,4357,2,,gk cet4 cet6 ky toefl,s:basins/3:basins,n. a bowl-shaped vessel; usually used for holding food or liquids n. the quantity that a basin will hold n. a natural depression in the surface of the land often with a lake at the bottom of it
3128,insure,in'ʃuә,"vt. 保险, 确保；vi. 投保",C,0,0,6180,5378,2,,gk cet4 cet6 ky ielts,d:insured/p:insured/i:insuring/3:insures/s:insures,v. take out insurance for
3129,tomb,tu:m,"n. 坟墓, 死亡；vt. 埋葬",C,0,0,6183,6130,1,,gk cet4 cet6 ky,s:tombs,n a place for the burial of a corpse (especially beneath the ground and marked by a tombstone)
3130,bookstore,'bukstɒ:,n. 书店,C,0,0,6186,33117,1,,gk,s:bookstores,n a shop where books are sold
3131,straightforward,streit'fɒ:wәd,"a. 笔直的, 率直的, 明确的, 简单的, 直接的",C,0,0,6187,3491,2,,gk cet6 ky ielts gre,,s. free from ambiguity s. pointed directly ahead
3132,sausage,'sɒsidʒ,"n. 香肠, 腊肠",C,0,0,6199,5664,2,,zk gk cet4 cet6 ky,s:sausages,n. highly seasoned minced meat stuffed in casings
3133,mainland,'meinlәnd,"n. 大陆, 本土；[法] 大陆",C,0,0,6208,5381,,,gk cet4 cet6 ky,,n. the main land mass of a country or continent; as distinguished from an island or peninsula
3134,abundant,ә'bʌndәnt,"a. 丰富的, 充分的, 大量的",C,0,0,6223,7823,1,,gk cet4 ky toefl gre,,a. present in great quantity
3135,liberation,.libә'reiʃәn,"n. 释放, 解放；[化] 发出; 释放; 放出",C,0,0,6230,3880,,,gk cet4 cet6,,n. the act of liberating someone or something n. the attempt to achieve equal rights or status
3136,burial,'beriәl,"n. 埋葬, 葬礼；[法] 埋葬, 葬礼",C,0,0,6234,5406,1,,gk cet6 toefl ielts gre,s:burials,n. the ritual placing of a corpse in a grave
3137,fond,fɒnd,"a. 喜欢的, 宠爱的, 温柔的",C,0,0,6241,4954,2,,gk cet4 cet6 ky,r:fonder/t:fondest/s:fonds,s. (followed by `of' or `to') having a strong preference or liking for s. absurd or silly because unlikely
3138,tense,tens,"a. 紧张的, 拉紧的；v. (使)紧张, (使)拉紧；n. 时态",C,0,0,6263,5962,2,,gk cet4 cet6 ky toefl,p:tensed/i:tensing/d:tensed/s:tenses/3:tenses,"n. a grammatical category of verbs used to express distinctions of time v. increase the tension on v. become tense, nervous, or uneasy v. cause to be tense and uneasy or nervous or anxious"
3139,acquaintance,ә'kweintәns,"n. 认识, 相识者",C,0,0,6274,5967,2,,gk cet4 cet6 ky toefl gre,s:acquaintances,n. personal knowledge or information about someone or something n. a relationship less intimate than friendship n. a person with whom you are acquainted
3140,zoo,zu:,n. 动物园,C,0,0,6286,6119,2,,zk gk ielts,s:zoos,n the facility where wild animals are housed for exhibition
3141,ample,'æmpl,"a. 大量的, 充足的, 丰富的",C,0,0,6289,6351,2,,gk cet6 ky toefl ielts gre,r:ampler,a. more than enough in size or scope or capacity s. affording an abundant supply s. fairly large
3142,crossing,'krɒsiŋ,"n. 横越, 横渡, 交叉点, 渡口；[经] 划线",C,0,0,6302,4935,2,,gk toefl,0:cross/1:i/s:crossings/i:crossing,n. traveling across n. a point where two lines (paths or arcs etc.) intersect n. a path (often marked) where something (as a street or railroad) can be crossed to get from one side to the other n. a voyage across a body of water (usually across the Atlantic Ocean)
3143,sorrow,'sɒrәu,"n. 悲伤, 哀惜, 不幸；vi. 悲伤, 懊悔, 遗憾",C,0,0,6304,7116,1,,gk cet4 cet6 ky,s:sorrows/p:sorrowed/d:sorrowed/i:sorrowing/3:sorrows,n. an emotion of great sadness associated with loss or bereavement n. sadness associated with some wrong done or some disappointment
3144,volcano,vɒl'keinәu,n. 火山,C,0,0,6321,10407,2,,gk cet4 cet6 ky toefl ielts,s:volcanos,n. a mountain formed by volcanic material
3145,greeting,'gri:tiŋ,"n. 祝贺, 问候",C,0,0,6324,6498,1,,zk gk cet4 cet6 ky,0:greet/1:i/s:greetings/i:greeting,n. (usually plural) an acknowledgment or expression of good will (especially on meeting)
3146,novelist,'nɒvәlist,n. 小说家,C,0,0,6348,6213,2,,gk,s:novelists,n. one who writes novels
3147,freezing,'fri:ziŋ,"a. 冰冻的, 冷冻用的, 严寒的；[化] 冻结; 冻结作用; 凝固; 凝固作用",C,0,0,6369,5949,1,,gk,0:freeze/1:i/i:freezing,"n the withdrawal of heat to change something from a liquid to a solid v stop moving or become immobilized v change to ice v be cold v cause to freeze v stop a process or a habit by imposing a freeze on it v be very cold, below the freezing point v change from a liquid to a solid when cold v prohibit the conversion or use of (assets) v anesthetize by cold v suddenly behave coldly and formally"
3148,altitude,'æltitju:d,"n. 高度, 海拔, 高处；[电] 高度",C,0,0,6370,8085,1,,gk cet4 cet6 ky toefl ielts,s:altitudes,n. elevation especially above sea level or above the earth's surface n. the perpendicular distance from the base of a geometric figure to the opposite vertex (or side if parallel)
3149,glare,glєә,"n. 闪耀光, 刺眼；vi. 发眩光, 瞪视；vt. 瞪眼表示",C,0,0,6371,5510,2,,gk cet4 cet6 ky toefl ielts gre,p:glared/i:glaring/3:glares/s:glares/d:glared,n. a light within the field of vision that is brighter than the brightness to which the eyes are adapted n. an angry stare v. be sharply reflected v. shine intensely
3150,flashlight,'flæʃlait,"n. 手电筒, 闪光信号灯",C,0,0,6373,25749,1,,gk toefl,s:flashlights,n. a small portable battery-powered electric lamp
3151,download,,"[计] 卸载, 下栽",C,0,0,6382,27269,,,gk,d:downloaded/i:downloading/p:downloaded/s:downloads/3:downloads,v. transfer a file or program from a central computer to a smaller computer or to a computer at a remote location
3152,recite,ri'sait,"v. 背诵, 朗读, 叙述",C,0,0,6397,8563,1,,zk gk cet4 cet6 ky ielts,i:reciting/p:recited/d:recited/3:recites,"v. repeat aloud from memory v. render verbally, ""recite a poem"""
3153,cuisine,kwi:'zi:n,"n. 烹调风格, 烹调法, 烹饪, 厨房",C,0,0,6403,10574,,,gk toefl gre,s:cuisines,n. the practice or manner of preparing food or the food so prepared
3154,wrestle,'resl,"n. 摔跤, 角力, 扭斗；vi. 摔跤, 搏斗, 斗争, 斟酌；vt. 与(对手)摔跤",C,0,0,6407,11240,1,,gk cet6 ielts,p:wrestled/i:wrestling/d:wrestled/3:wrestles,"n. the act of engaging in close hand-to-hand combat v. combat to overcome an opposing tendency or force v. engage in deep thought, consideration, or debate v. engage in a wrestling match"
3155,ecology,i:'kɒlәdʒi,"n. 生态学, 社会生态学；[化] 生态学",C,0,0,6425,8093,1,,gk cet6 ky toefl ielts,s:ecologies,n. the environment as it relates to living organisms n. the branch of biology concerned with the relations between organisms and their environment
3156,bureaucratic,bjuәrәu'krætik,a. 官僚的；[经] 机僚化的,C,0,0,6447,6084,,,gk,,a. of or relating to or resembling a bureaucrat or bureaucracy
3157,marathon,'mærәθәn,"n. 马拉松, 耐力的考验",C,0,0,6448,7224,2,,gk cet6,s:marathons,n. any long and arduous undertaking n. a footrace of 26 miles 385 yards n. a battle in 490 BC in which the Athenians and their allies defeated the Persians
3158,devotion,di'vәuʃәn,"n. 热爱, 投入",C,0,0,6466,6937,1,,gk cet6 toefl,s:devotions,n. feelings of ardent love n. commitment to some purpose n. (usually plural) religious observance or prayers (usually spoken silently)
3159,astronomy,ә'strɒnәmi,n. 天文学,C,0,0,6469,10702,2,,gk cet6 ky toefl ielts,,n. the branch of physics that studies celestial bodies and the universe as a whole
3160,muddy,'mʌdi,"a. 泥泞的, 浑浊的, 模糊的；vt. 使污浊, 使沾上泥污",C,0,0,6484,7679,1,,gk cet4 cet6 gre,d:muddied/s:muddies/i:muddying/p:muddied/r:muddier/t:muddiest/3:muddies,v. dirty with mud v. cause to become muddy v. make turbid
3161,ferry,'feri,"n. 渡船, 渡口；[法] 摆渡营业权, 轮渡",C,0,0,6492,4590,2,,gk cet6 ky toefl ielts gre,s:ferries/d:ferried/i:ferrying/p:ferried/3:ferries,n. a boat that transports people or vehicles across a body of water and operates on a regular schedule n. transport by boat or aircraft v. transport from one place to another v. transport by ferry
3162,carriage,'kæridʒ,"n. 马车, 客车, 举止, 运输；[经] 搬运费, 运费",C,0,0,6534,3104,2,,gk cet4 cet6 ky toefl,s:carriages,n. a vehicle with wheels drawn by one or more horses n. characteristic way of bearing one's body n. a machine part that carries something else
3163,fox,fɒks,"n. 狐狸, 狡猾的人；vi. 奸狡地行动, (书页)生斑, 变酸；vt. 欺骗, 使变酸, 为(鞋等)换面, 使生黄斑",C,0,0,6537,4616,2,,zk gk cet4 cet6 ky,s:foxes/d:foxed/p:foxed/i:foxing/3:foxes,n. alert carnivorous mammal with pointed muzzle and ears and a bushy tail; most are predators that do not hunt in packs n. the grey or reddish-brown fur of a fox n. English statesman who supported American independence and the French Revolution (1749-1806) n. English religious leader who founded the Society of Friends (1624-1691)
3164,postpone,pәust'pәun,"vt. 延迟, 使延期, 缓办, 搁延；vi. 延缓, 延缓发作",C,0,0,6545,5320,2,,gk cet4 cet6 ky toefl ielts gre,d:postponed/p:postponed/3:postpones/i:postponing,v. hold back to a later time
3165,tractor,'træktә,"n. 牵引器, 拖拉机, 拉纸器；[计] 进纸器",C,0,0,6548,7015,1,,gk cet4 cet6 ky toefl ielts,s:tractors,n. a wheeled vehicle with large wheels; used in farming and other applications n. a truck that has a cab but no body; used for pulling large trailers or vans
3166,ballet,'bælei,n. 芭蕾舞,C,0,0,6552,4421,2,,gk cet6 ky toefl ielts,s:ballets,n. a theatrical representation of a story that is performed to music by trained dancers n. music written for a ballet
3167,cleaner,'kli:nә,"n. 清洁工人, 清洁剂, 干洗商；[化] 滤清器; 除垢器; 洗净剂; 清洁剂",C,0,0,6567,5033,2,,gk ielts,0:clean/1:r/s:cleaners,n. the operator of dry-cleaning establishment n. someone whose occupation is cleaning
3168,necklace,'neklis,n. 项链,C,0,0,6583,10178,1,,gk cet4 cet6 ky,s:necklaces/p:necklaced/i:necklacing,n. jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women)
3169,brochure,'brәuʃә,"n. 小册子, 小册",C,0,0,6585,4759,2,,gk ky toefl ielts gre,s:brochures,n a small book usually having a paper cover
3170,blouse,blauz,n. 宽松的上衣,C,0,0,6586,8160,1,,gk cet6 ky ielts,s:blouses/p:bloused/i:blousing,n. a top worn by women
3171,inn,in,"n. 旅馆, 客栈；vi. 住旅馆",C,0,0,6591,3852,2,,gk cet4 cet6 ky,s:inns,n a hotel providing overnight lodging for travelers
3172,perfume,'pә:fju:m,"n. 香水, 香气, (悦人的)气氛, 美名；vt. 洒香水于, 薰香, 使充满香气",C,0,0,6592,7033,2,,gk cet4 cet6 ky toefl ielts,s:perfumes/d:perfumed/i:perfuming/3:perfumes/p:perfumed,n. a toiletry that emits and diffuses a fragrant odor v. fill or impregnate with an odor v. apply perfume to
3173,oval,'әuvәl,"n. 椭圆形；a. 卵形的, 椭圆形的",C,0,0,6604,9791,2,,gk cet4 cet6 ky toefl ielts,s:ovals,n a closed plane curve resulting from the intersection of a circular cone and a plane cutting completely through it s rounded like an egg
3174,workforce,,"n. 劳动力；工人总数, 职工总数",C,0,0,6617,4217,2,,gk,s:workforces,n the force of workers available
3175,voyage,'vɒiidʒ,"n. 航行, 航海, 航程, 旅行, 航空；vi. 航海, 航行；vt. 航行越过, 飞过",C,0,0,6619,6502,2,,gk cet4 cet6 ky toefl,s:voyages/i:voyaging/p:voyaged/3:voyages/d:voyaged,n. a journey to some distant place v. travel on water propelled by wind or by other means
3176,swift,swift,"n. 褐雨燕, 快速爬行的小蜥蜴, 蝙蝠蛾, 大滚筒；a. 迅速的, 快的, 敏捷的, 立刻的；adv. 迅速地, 敏捷地",C,0,0,6627,5978,2,,gk cet4 cet6 ky toefl ielts gre,s:swifts/r:swifter/t:swiftest,n. United States meat-packer who began the use of refrigerated railroad cars (1839-1903) n. an English satirist born in Ireland (1667-1745) n. a small bird that resembles a swallow and is noted for its rapid flight
3177,overweight,'әuvә'weit,"n. 超过重量, 过重, 优势；a. 超过重量的, 超重的；vt. 使超重, 重于, 过于重视",C,0,0,6628,10207,1,,gk,3:overweights/d:overweighted,n the property of excessive fatness s usually describes a large person who is fat but has a large frame to carry it
3178,catastrophe,kә'tæstrәfi,"n. 大灾难, 大祸；[化] 突变",C,0,0,6648,8422,2,,gk cet6 ky toefl ielts gre,s:catastrophes,n. a state of extreme (usually irremediable) ruin and misfortune n. a sudden violent change in the earth's surface
3179,messy,'mesi,"a. 散乱的, 污秽的, 麻烦的",C,0,0,6651,9558,1,,gk toefl,r:messier,s. dirty and disorderly
3180,rag,ræg,"n. 碎布, 抹布, 碎片, 碎屑, 少量, 破旧衣服；vt. 责骂, 揶揄, 戏弄；vi. 喧闹",C,0,0,6662,5984,2,,gk cet4 cet6 ky gre,s:rags/d:ragged/i:ragging/p:ragged/3:rags,n. a small piece of cloth or paper n. a week at British universities during which side-shows and processions of floats are organized to raise money for charities n. a boisterous practical joke (especially by college students) v. play in ragtime
3181,violin,.vaiә'lin,n. 小提琴,C,0,0,6665,7097,2,,zk gk cet4 cet6 ky,s:violins,n. bowed stringed instrument that is the highest member of the violin family; this instrument has four strings and a hollow body and an unfretted fingerboard and is played with a bow
3182,vest,vest,"n. 背心, 汗背心；vt. 使穿衣服, 授予；vi. 穿衣服, 归属",C,0,0,6686,9247,2,,gk cet4 cet6 ky,d:vested/s:vests/i:vesting/p:vested/3:vests,"n. a man's sleeveless garment worn underneath a coat v. place (authority, property, or rights) in the control of a person or group of persons v. become legally vested v. clothe oneself in ecclesiastical garments"
3183,stain,stein,"n. 污染, 污点, 着色剂；vt. 沾染, 染污, 着色；vi. 变脏",C,0,0,6708,5778,2,,gk cet4 cet6 ky toefl ielts gre,d:stained/i:staining/s:stains/p:stained/3:stains,n. a soiled or discolored appearance n. (microscopy) a dye or other coloring material that is used in microscopy to make structures visible v. color with a liquid dye or tint v. produce or leave stains
3184,amusement,ә'mju:zmәnt,"n. 兴味, 娱乐, 消遣；[法] 娱乐, 娱乐活动",C,0,0,6732,5357,1,,gk cet6,s:amusements,n. a feeling of delight at being entertained
3185,vacant,'veikәnt,"a. 空的, 空白的, 空虚的, 空闲的, 茫然的, 空缺的；[法] 空的, 空虚的, 闲暇的",C,0,0,6751,6366,1,,gk cet4 cet6 ky toefl,,s. void of thought or knowledge s. without an occupant or incumbent
3186,hillside,'hilsaid,"n. 山坡, 山腹",C,0,0,6756,6497,1,,gk cet4 cet6,s:hillsides,n. the side or slope of a hill
3187,allocate,'ælәukeit,"vt. 分派, 分配；[计] 分配",C,0,0,6763,3035,2,,gk cet6 ky toefl ielts gre,d:allocated/i:allocating/3:allocates/p:allocated,v. distribute according to a plan or set apart for a special purpose
3188,mourn,mɒ:n,"v. 哀悼, 忧伤, 服丧",C,0,0,6768,9545,1,,gk cet4 cet6 ky ielts gre,i:mourning/p:mourned/d:mourned/3:mourns,v. feel sadness v. observe the customs of mourning after the death of a loved one
3189,millionaire,.miljә'nєә,"n. 百万富翁, 大富豪；[经] 大资本家, 巨富, 百万富翁",C,0,0,6769,7695,2,,gk cet6 ky toefl,s:millionaires,n. a person whose material wealth is valued at more than a million dollars
